project_id,risk_score,is_anomaly
P00002538,31.78,True
P00002539,43.45,True
P00002540,58.86,True
P00002541,54.06,True
P00002542,34.03,True
P00002543,16.56,False
P00002544,60.03,True
P00002545,33.27,True
P00002546,52.36,True
P00002547,49.94,True
P00002548,25.8,False
P00002549,49.69,True
P00002550,12.38,False
P00002551,32.07,True
P00002552,43.18,True
P00002553,16.13,False
P00002554,45.58,True
P00002555,42.04,True
P00002556,37.56,True
P00002557,17.09,False
P00002558,50.71,True
P00002559,50.06,True
P00002560,42.65,True
P00002561,53.65,True
P00002562,40.91,True
P00002563,35.96,True
P00002564,40.3,True
P00002565,38.74,True
P00002566,45.05,True
P00002567,46.49,True
P00002568,55.44,True
P00002569,48.59,True
P00002570,51.49,True
P00002571,53.29,True
P00002572,29.75,False
P00002573,44.25,True
P00002574,30.23,True
P00002575,42.49,True
P00002576,39.57,True
P00002577,22.13,False
P00002578,23.82,False
P00002579,43.62,True
P00002580,46.59,True
P00002581,56.48,True
P00002582,64.72,True
P00002583,41.72,True
P00002584,38.84,True
P00002585,24.08,False
P00002586,48.9,True
P00002587,16.35,False
P00002588,50.0,True
P00002589,45.41,True
P00002590,55.26,True
P00002591,41.76,True
P00002592,44.26,True
P00002593,42.18,True
P00002594,48.16,True
P00002595,23.7,False
P00002596,58.65,True
P00002597,43.35,True
P00002598,42.69,True
P00002599,31.2,True
P00002600,28.13,False
P00002601,51.2,True
P00002602,43.58,True
P00002603,41.4,True
P00002604,46.11,True
P00002605,48.22,True
P00002606,24.56,False
P00002607,45.59,True
P00002608,33.62,True
P00002609,49.15,True
P00002610,26.13,False
P00002611,48.5,True
P00002612,40.71,True
P00002613,46.62,True
P00002614,58.4,True
P00002615,41.92,True
P00002616,40.87,True
P00002617,28.92,False
P00002618,46.64,True
P00002619,65.42,True
P00002620,33.03,True
P00002621,34.1,True
P00002622,32.11,True
P00002623,73.33,True
P00002624,31.98,True
P00002625,17.87,False
P00002626,25.74,False
P00002627,39.97,True
P00002628,51.92,True
P00002629,43.84,True
P00002630,37.12,True
P00002631,40.04,True
P00002632,59.79,True
P00002633,45.47,True
P00002634,40.43,True
P00002635,50.25,True
P00002636,33.04,True
P00002637,52.26,True
P00002638,31.86,True
P00002639,31.06,True
P00002640,44.81,True
P00002641,45.56,True
P00002642,35.1,True
P00002643,41.26,True
P00002644,41.06,True
P00002645,45.76,True
P00002646,46.96,True
P00002647,26.74,False
P00002648,48.41,True
P00002649,27.14,False
P00002650,29.66,False
P00002651,35.51,True
P00002652,46.57,True
P00002653,42.78,True
P00002654,36.43,True
P00002655,57.78,True
P00002656,57.12,True
P00002657,71.82,True
P00002658,28.31,False
P00002659,39.62,True
P00002660,54.45,True
P00002661,26.4,False
P00002662,57.89,True
P00002663,43.27,True
P00002664,51.38,True
P00002665,58.84,True
P00002666,35.21,True
P00002667,62.6,True
P00002668,33.0,True
P00002669,58.41,True
P00002670,45.82,True
P00002671,44.82,True
P00002672,29.7,False
P00002673,44.62,True
P00002674,25.65,False
P00002675,44.84,True
P00002676,58.81,True
P00002677,51.16,True
P00002678,75.33,True
P00002679,53.58,True
P00002680,39.82,True
P00002681,46.31,True
P00002682,48.85,True
P00002683,43.67,True
P00002684,20.94,False
P00002685,19.58,False
P00002686,36.56,True
P00002687,47.22,True
P00002688,41.44,True
P00002689,28.07,False
P00002690,37.36,True
P00002691,33.11,True
P00002692,37.87,True
P00002693,45.16,True
P00002694,42.39,True
P00002695,56.15,True
P00002696,63.96,True
P00002697,23.9,False
P00002698,47.53,True
P00002699,52.24,True
P00002700,52.36,True
P00002701,35.15,True
P00002702,48.9,True
P00002703,61.94,True
P00002704,58.58,True
P00002705,28.13,False
P00002706,55.15,True
P00002707,48.74,True
P00002708,51.46,True
P00002709,26.31,False
P00002710,48.81,True
P00002711,54.12,True
P00002712,49.48,True
P00002713,42.64,True
P00002714,47.07,True
P00002715,29.55,False
P00002716,86.69,True
P00002717,30.31,True
P00002718,23.78,False
P00002719,68.91,True
P00002720,37.74,True
P00002721,48.35,True
P00002722,48.62,True
P00002723,61.67,True
P00002724,35.18,True
P00002725,47.99,True
P00002726,25.26,False
P00002727,54.76,True
P00002728,42.12,True
P00002729,27.42,False
P00002730,35.56,True
P00002731,24.54,False
P00002732,42.26,True
P00002733,56.7,True
P00002734,43.45,True
P00002735,52.52,True
P00002736,42.95,True
P00002737,20.49,False
P00002738,51.8,True
P00002739,30.08,True
P00002740,59.5,True
P00002741,44.52,True
P00002742,57.13,True
P00002743,52.09,True
P00002744,15.32,False
P00002745,27.24,False
P00002746,39.81,True
P00002747,37.06,True
P00002748,30.55,True
P00002749,52.18,True
P00002750,70.35,True
P00002751,25.5,False
P00002752,40.86,True
P00002753,32.35,True
P00002754,49.53,True
P00002755,49.08,True
P00002756,44.61,True
P00002757,36.67,True
P00002758,71.41,True
P00002759,51.2,True
P00002760,42.3,True
P00002761,25.86,False
P00002762,73.41,True
P00002763,27.53,False
P00002764,47.69,True
P00002765,52.04,True
P00002766,47.24,True
P00002767,47.91,True
P00002768,27.89,False
P00002769,48.23,True
P00002770,49.0,True
P00002771,29.69,False
P00002772,48.24,True
P00002773,55.36,True
P00002774,64.28,True
P00002775,70.23,True
P00002776,39.18,True
P00002777,56.13,True
P00002778,37.27,True
P00002779,24.75,False
P00002780,35.27,True
P00002781,32.3,True
P00002782,24.04,False
P00002783,44.29,True
P00002784,39.96,True
P00002785,38.25,True
P00002786,40.73,True
P00002787,46.0,True
P00002788,43.04,True
P00002789,30.0,True
P00002790,43.09,True
P00002791,24.3,False
P00002792,47.71,True
P00002793,36.55,True
P00002794,48.56,True
P00002795,49.86,True
P00002796,44.65,True
P00002797,41.31,True
P00002798,42.11,True
P00002799,45.56,True
P00002800,42.61,True
P00002801,58.63,True
P00002802,29.38,False
P00002803,55.14,True
P00002804,41.83,True
P00002805,41.24,True
P00002806,40.57,True
P00002807,78.93,True
P00002808,56.25,True
P00002809,41.57,True
P00002810,49.33,True
P00002811,38.47,True
P00002812,49.2,True
P00002813,44.18,True
P00002814,41.07,True
P00002815,37.98,True
P00002816,42.25,True
P00002817,40.78,True
P00002818,30.12,True
P00002819,40.62,True
P00002820,25.81,False
P00002821,47.66,True
P00002822,42.77,True
P00002823,30.21,True
P00002824,55.43,True
P00002825,23.57,False
P00002826,22.99,False
P00002827,17.28,False
P00002828,13.97,False
P00002829,14.86,False
P00002830,44.11,True
P00002831,23.62,False
P00002832,42.97,True
P00002833,29.44,False
P00002834,33.81,True
P00002835,47.17,True
P00002836,52.67,True
P00002837,59.9,True
P00002838,55.05,True
P00002839,45.96,True
P00002840,43.17,True
P00002841,49.36,True
P00002842,49.11,True
P00002843,50.77,True
P00002844,24.03,False
P00002845,47.56,True
P00002846,43.78,True
P00002847,41.05,True
P00002848,34.78,True
P00002849,19.41,False
P00002850,52.26,True
P00002851,47.86,True
P00002852,47.29,True
P00002853,40.36,True
P00002854,50.55,True
P00002855,47.35,True
P00002856,23.87,False
P00002857,49.5,True
P00002858,62.34,True
P00002859,57.04,True
P00002860,47.63,True
P00002861,40.69,True
P00002862,32.78,True
P00002863,43.58,True
P00002864,51.84,True
P00002865,47.14,True
P00002866,42.6,True
P00002867,28.5,False
P00002868,48.44,True
P00002869,40.74,True
P00002870,43.97,True
P00002871,50.92,True
P00002872,60.07,True
P00002873,42.32,True
P00002874,39.67,True
P00002875,39.05,True
P00002876,24.62,False
P00002877,43.19,True
P00002878,50.93,True
P00002879,65.42,True
P00002880,28.71,False
P00002881,47.0,True
P00002882,39.53,True
P00002883,43.68,True
P00002884,21.88,False
P00002885,35.61,True
P00002886,50.63,True
P00002887,57.36,True
P00002888,47.67,True
P00002889,40.8,True
P00002890,18.23,False
P00002891,27.74,False
P00002892,46.86,True
P00002893,19.27,False
P00002894,48.96,True
P00002895,44.2,True
P00002896,45.99,True
P00002897,62.14,True
P00002898,44.59,True
P00002899,48.0,True
P00002900,31.29,True
P00002901,37.46,True
P00002902,30.84,True
P00002903,45.38,True
P00002904,23.87,False
P00002905,39.42,True
P00002906,55.86,True
P00002907,33.8,True
P00002908,52.19,True
P00002909,34.9,True
P00002910,49.2,True
P00002911,44.66,True
P00002912,28.83,False
P00002913,31.85,True
P00002914,53.06,True
P00002915,23.32,False
P00002916,24.58,False
P00002917,72.01,True
P00002918,43.75,True
P00002919,23.03,False
P00002920,32.75,True
P00002921,51.44,True
P00002922,29.82,False
P00002923,43.03,True
P00002924,32.05,True
P00002925,52.31,True
P00002926,42.73,True
P00002927,54.23,True
P00002928,48.57,True
P00002929,57.59,True
P00002930,32.65,True
P00002931,48.52,True
P00002932,58.04,True
P00002933,45.26,True
P00002934,52.69,True
P00002935,48.32,True
P00002936,46.12,True
P00002937,40.89,True
P00002938,50.58,True
P00002939,37.16,True
P00002940,56.0,True
P00002941,53.8,True
P00002942,49.45,True
P00002943,39.25,True
P00002944,52.14,True
P00002945,47.42,True
P00002946,16.74,False
P00002947,41.45,True
P00002948,23.11,False
P00002949,44.5,True
P00002950,44.74,True
P00002951,44.41,True
P00002952,64.6,True
P00002953,54.5,True
P00002954,45.17,True
P00002955,34.15,True
P00002956,31.38,True
P00002957,20.89,False
P00002958,47.04,True
P00002959,44.43,True
P00002960,39.13,True
P00002961,45.79,True
P00002962,26.09,False
P00002963,19.95,False
P00002964,44.49,True
P00002965,53.73,True
P00002966,27.16,False
P00002967,38.39,True
P00002968,70.98,True
P00002969,49.56,True
P00002970,29.87,False
P00002971,54.34,True
P00002972,33.45,True
P00002973,54.4,True
P00002974,22.17,False
P00002975,51.34,True
P00002976,36.88,True
P00002977,71.86,True
P00002978,37.92,True
P00002979,28.87,False
P00002980,25.26,False
P00002981,33.59,True
P00002982,43.12,True
P00002983,58.99,True
P00002984,46.56,True
P00002985,83.25,True
P00002986,45.16,True
P00002987,38.06,True
P00002988,34.64,True
P00002989,50.88,True
P00002990,47.65,True
P00002991,43.76,True
P00002992,38.77,True
P00002993,26.5,False
P00002994,22.52,False
P00002995,8.68,False
P00002996,28.65,False
P00002997,57.7,True
P00002998,44.5,True
P00002999,20.29,False
P00003000,48.47,True
P00003001,27.11,False
P00003002,43.18,True
P00003003,25.63,False
P00003004,24.68,False
P00003005,59.7,True
P00003006,27.06,False
P00003007,51.86,True
P00003008,65.7,True
P00003009,45.47,True
P00003010,53.78,True
P00003011,46.52,True
P00003012,40.21,True
P00003013,35.28,True
P00003014,31.41,True
P00003015,53.28,True
P00003016,40.07,True
P00003017,73.84,True
P00003018,22.56,False
P00003019,45.36,True
P00003020,43.81,True
P00003021,40.64,True
P00003022,60.0,True
P00003023,44.12,True
P00003024,32.52,True
P00003025,38.19,True
P00003026,56.69,True
P00003027,45.75,True
P00003028,28.78,False
P00003029,21.29,False
P00003030,37.16,True
P00003031,48.02,True
P00003032,37.21,True
P00003033,33.53,True
P00003034,23.01,False
P00003035,17.62,False
P00003036,56.45,True
P00003037,56.25,True
P00003038,35.71,True
P00003039,46.62,True
P00003040,70.5,True
P00003041,47.3,True
P00003042,31.25,True
P00003043,39.19,True
P00003044,52.95,True
P00003045,38.49,True
P00003046,45.24,True
P00003047,33.77,True
P00003048,43.13,True
P00003049,18.01,False
P00003050,43.4,True
P00003051,54.52,True
P00003052,28.72,False
P00003053,28.95,False
P00003054,28.54,False
P00003055,40.74,True
P00003056,48.84,True
P00003057,43.21,True
P00003058,40.08,True
P00003059,21.51,False
P00003060,53.08,True
P00003061,57.04,True
P00003062,39.82,True
P00003063,26.99,False
P00003064,29.25,False
P00003065,28.89,False
P00003066,45.0,True
P00003067,51.53,True
P00003068,58.12,True
P00003069,43.98,True
P00003070,70.1,True
P00003071,30.69,True
P00003072,42.76,True
P00003073,59.52,True
P00003074,27.85,False
P00003075,44.43,True
P00003076,34.64,True
P00003077,45.2,True
P00003078,27.42,False
P00003079,19.26,False
P00003080,32.33,True
P00003081,5.21,False
P00003082,26.46,False
P00003083,26.83,False
P00003084,26.36,False
P00003085,45.21,True
P00003086,13.7,False
P00003087,46.43,True
P00003088,45.53,True
P00003089,48.12,True
P00003090,23.96,False
P00003091,50.12,True
P00003092,51.67,True
P00003093,44.66,True
P00003094,39.6,True
P00003095,19.65,False
P00003096,54.39,True
P00003097,20.07,False
P00003098,47.54,True
P00003099,39.72,True
P00003100,52.49,True
P00003101,47.49,True
P00003102,60.2,True
P00003103,39.73,True
P00003104,39.48,True
P00003105,39.1,True
P00003106,45.76,True
P00003107,72.58,True
P00003108,30.79,True
P00003109,49.15,True
P00003110,33.78,True
P00003111,43.61,True
P00003112,43.73,True
P00003113,28.61,False
P00003114,60.03,True
P00003115,23.51,False
P00003116,46.41,True
P00003117,50.51,True
P00003118,60.1,True
P00003119,34.79,True
P00003120,48.35,True
P00003121,81.64,True
P00003122,18.65,False
P00003123,56.72,True
P00003124,49.54,True
P00003125,28.7,False
P00003126,39.13,True
P00003127,50.42,True
P00003128,38.96,True
P00003129,43.49,True
P00003130,40.47,True
P00003131,34.34,True
P00003132,23.64,False
P00003133,52.25,True
P00003134,51.19,True
P00003135,41.42,True
P00003136,53.83,True
P00003137,47.66,True
P00003138,26.07,False
P00003139,21.37,False
P00003140,47.58,True
P00003141,23.62,False
P00003142,29.83,False
P00003143,39.66,True
P00003144,7.85,False
P00003145,48.45,True
P00003146,49.16,True
P00003147,48.56,True
P00003148,39.91,True
P00003149,48.97,True
P00003150,45.13,True
P00003151,53.6,True
P00003152,46.54,True
P00003153,45.92,True
P00003154,43.76,True
P00003155,67.16,True
P00003156,44.92,True
P00003157,38.19,True
P00003158,20.43,False
P00003159,40.97,True
P00003160,24.21,False
P00003161,45.02,True
P00003162,49.44,True
P00003163,31.18,True
P00003164,47.32,True
P00003165,41.98,True
P00003166,45.43,True
P00003167,30.95,True
P00003168,48.01,True
P00003169,47.31,True
P00003170,16.81,False
P00003171,77.35,True
P00003172,46.44,True
P00003173,60.92,True
P00003174,47.26,True
P00003175,30.38,True
P00003176,67.81,True
P00003177,30.48,True
P00003178,39.4,True
P00003179,44.57,True
P00003180,46.32,True
P00003181,53.14,True
P00003182,51.1,True
P00003183,31.8,True
P00003184,48.99,True
P00003185,44.63,True
P00003186,52.06,True
P00003187,50.41,True
P00003188,29.51,False
P00003189,40.65,True
P00003190,49.3,True
P00003191,32.15,True
P00003192,24.09,False
P00003193,36.74,True
P00003194,40.47,True
P00003195,42.8,True
P00003196,39.39,True
P00003197,41.04,True
P00003198,24.22,False
P00003199,41.88,True
P00003200,41.07,True
P00003201,40.76,True
P00003202,41.15,True
P00003203,43.29,True
P00003204,54.03,True
P00003205,34.25,True
P00003206,41.68,True
P00003207,22.48,False
P00003208,40.26,True
P00003209,22.87,False
P00003210,48.15,True
P00003211,45.1,True
P00003212,38.79,True
P00003213,20.75,False
P00003214,53.08,True
P00003215,28.03,False
P00003216,46.33,True
P00003217,30.54,True
P00003218,52.3,True
P00003219,52.94,True
P00003220,39.46,True
P00003221,22.69,False
P00003222,8.73,False
P00003223,41.2,True
P00003224,44.14,True
P00003225,43.19,True
P00003226,31.03,True
P00003227,52.74,True
P00003228,49.5,True
P00003229,41.98,True
P00003230,24.76,False
P00003231,35.49,True
P00003232,44.25,True
P00003233,35.58,True
P00003234,22.74,False
P00003235,46.49,True
P00003236,32.73,True
P00003237,40.68,True
P00003238,55.25,True
P00003239,44.72,True
P00003240,19.47,False
P00003241,57.79,True
P00003242,52.93,True
P00003243,43.89,True
P00003244,40.46,True
P00003245,34.44,True
P00003246,35.45,True
P00003247,54.89,True
P00003248,29.58,False
P00003249,56.11,True
P00003250,47.39,True
P00003251,42.87,True
P00003252,41.08,True
P00003253,56.61,True
P00003254,50.07,True
P00003255,62.07,True
P00003256,43.95,True
P00003257,44.46,True
P00003258,57.98,True
P00003259,32.44,True
P00003260,40.43,True
P00003261,48.45,True
P00003262,49.27,True
P00003263,56.41,True
P00003264,46.7,True
P00003265,22.02,False
P00003266,45.52,True
P00003267,34.37,True
P00003268,19.38,False
P00003269,42.06,True
P00003270,28.3,False
P00003271,42.69,True
P00003272,39.8,True
P00003273,62.51,True
P00003274,31.09,True
P00003275,41.5,True
P00003276,54.92,True
P00003277,47.12,True
P00003278,50.29,True
P00003279,23.95,False
P00003280,45.29,True
P00003281,43.64,True
P00003282,30.88,True
P00003283,40.8,True
P00003284,22.34,False
P00003285,58.44,True
P00003286,31.57,True
P00003287,38.82,True
P00003288,52.15,True
P00003289,51.47,True
P00003290,50.75,True
P00003291,21.19,False
P00003292,53.58,True
P00003293,27.87,False
P00003294,47.62,True
P00003295,24.15,False
P00003296,49.82,True
P00003297,44.2,True
P00003298,31.99,True
P00003299,48.14,True
P00003300,46.23,True
P00003301,33.17,True
P00003302,56.76,True
P00003303,53.35,True
P00003304,34.98,True
P00003305,54.7,True
P00003306,61.3,True
P00003307,31.97,True
P00003308,39.93,True
P00003309,29.77,False
P00003310,58.07,True
P00003311,53.23,True
P00003312,36.19,True
P00003313,26.76,False
P00003314,45.64,True
P00003315,44.98,True
P00003316,54.66,True
P00003317,58.18,True
P00003318,28.68,False
P00003319,33.23,True
P00003320,47.85,True
P00003321,24.56,False
P00003322,50.93,True
P00003323,32.56,True
P00003324,35.23,True
P00003325,43.73,True
P00003326,55.85,True
P00003327,25.39,False
P00003328,44.37,True
P00003329,26.94,False
P00003330,31.63,True
P00003331,48.75,True
P00003332,49.65,True
P00003333,41.76,True
P00003334,51.32,True
P00003335,24.38,False
P00003336,67.08,True
P00003337,43.61,True
P00003338,44.99,True
P00003339,48.59,True
P00003340,8.83,False
P00003341,40.93,True
P00003342,57.27,True
P00003343,14.28,False
P00003344,45.51,True
P00003345,52.84,True
P00003346,52.09,True
P00003347,45.71,True
P00003348,46.93,True
P00003349,31.81,True
P00003350,40.97,True
P00003351,30.17,True
P00003352,20.31,False
P00003353,59.27,True
P00003354,84.29,True
P00003355,58.35,True
P00003356,30.63,True
P00003357,48.69,True
P00003358,40.18,True
P00003359,43.98,True
P00003360,31.2,True
P00003361,37.96,True
P00003362,27.01,False
P00003363,50.74,True
P00003364,40.3,True
P00003365,56.75,True
P00003366,45.35,True
P00003367,17.07,False
P00003368,48.05,True
P00003369,75.53,True
P00003370,52.75,True
P00003371,50.18,True
P00003372,46.34,True
P00003373,53.14,True
P00003374,55.12,True
P00003375,56.6,True
P00003376,19.4,False
P00003377,35.94,True
P00003378,48.33,True
P00003379,28.88,False
P00003380,42.54,True
P00003381,41.7,True
P00003382,50.68,True
P00003383,23.01,False
P00003384,34.24,True
P00003385,72.74,True
P00003386,41.39,True
P00003387,46.41,True
P00003388,43.66,True
P00003389,27.24,False
P00003390,44.31,True
P00003391,55.09,True
P00003392,55.98,True
P00003393,44.49,True
P00003394,40.81,True
P00003395,38.88,True
P00003396,31.76,True
P00003397,44.94,True
P00003398,61.81,True
P00003399,35.41,True
P00003400,47.45,True
P00003401,26.07,False
P00003402,44.64,True
P00003403,52.38,True
P00003404,41.25,True
P00003405,17.11,False
P00003406,46.53,True
P00003407,40.92,True
P00003408,42.74,True
P00003409,25.76,False
P00003410,21.53,False
P00003411,46.79,True
P00003412,47.33,True
P00003413,18.66,False
P00003414,59.46,True
P00003415,39.27,True
P00003416,13.6,False
P00003417,46.1,True
P00003418,55.33,True
P00003419,24.33,False
P00003420,9.14,False
P00003421,41.29,True
P00003422,41.13,True
P00003423,40.56,True
P00003424,59.95,True
P00003425,47.91,True
P00003426,52.4,True
P00003427,31.94,True
P00003428,60.6,True
P00003429,20.89,False
P00003430,36.98,True
P00003431,49.02,True
P00003432,77.56,True
P00003433,54.77,True
P00003434,44.43,True
P00003435,45.1,True
P00003436,43.91,True
P00003437,30.47,True
P00003438,8.45,False
P00003439,23.64,False
P00003440,47.57,True
P00003441,57.17,True
P00003442,68.59,True
P00003443,50.22,True
P00003444,33.49,True
P00003445,46.72,True
P00003446,55.88,True
P00003447,31.21,True
P00003448,65.74,True
P00003449,44.19,True
P00003450,41.14,True
P00003451,47.81,True
P00003452,37.59,True
P00003453,57.38,True
P00003454,33.95,True
P00003455,32.34,True
P00003456,58.58,True
P00003457,34.33,True
P00003458,26.83,False
P00003459,55.42,True
P00003460,20.14,False
P00003461,53.28,True
P00003462,21.68,False
P00003463,19.5,False
P00003464,59.13,True
P00003465,24.27,False
P00003466,26.83,False
P00003467,40.65,True
P00003468,25.46,False
P00003469,48.69,True
P00003470,53.58,True
P00003471,41.09,True
P00003472,40.16,True
P00003473,47.27,True
P00003474,72.96,True
P00003475,48.75,True
P00003476,54.84,True
P00003477,31.2,True
P00003478,29.43,False
P00003479,39.25,True
P00003480,41.62,True
P00003481,67.81,True
P00003482,53.53,True
P00003483,16.62,False
P00003484,45.35,True
P00003485,42.96,True
P00003486,49.11,True
P00003487,27.32,False
P00003488,53.74,True
P00003489,55.37,True
P00003490,51.0,True
P00003491,58.27,True
P00003492,46.2,True
P00003493,42.48,True
P00003494,30.06,True
P00003495,42.19,True
P00003496,45.87,True
P00003497,48.53,True
P00003498,47.38,True
P00003499,41.05,True
P00003500,67.41,True
P00003501,34.27,True
P00003502,25.6,False
P00003503,42.61,True
P00003504,46.45,True
P00003505,39.29,True
P00003506,46.04,True
P00003507,58.26,True
P00003508,42.91,True
P00003509,43.53,True
P00003510,77.14,True
P00003511,44.18,True
P00003512,43.0,True
P00003513,49.4,True
P00003514,55.4,True
P00003515,41.08,True
P00003516,51.63,True
P00003517,72.84,True
P00003518,40.68,True
P00003519,38.23,True
P00003520,49.5,True
P00003521,35.62,True
P00003522,44.97,True
P00003523,57.07,True
P00003524,46.11,True
P00003525,56.12,True
P00003526,47.18,True
P00003527,45.57,True
P00003528,42.82,True
P00003529,52.9,True
P00003530,45.43,True
P00003531,23.14,False
P00003532,36.31,True
P00003533,35.74,True
P00003534,29.78,False
P00003535,47.97,True
P00003536,44.79,True
P00003537,55.32,True
P00003538,44.72,True
P00003539,44.45,True
P00003540,42.37,True
P00003541,56.77,True
P00003542,64.59,True
P00003543,49.36,True
P00003544,54.02,True
P00003545,29.57,False
P00003546,15.37,False
P00003547,12.6,False
P00003548,52.47,True
P00003549,53.51,True
P00003550,63.12,True
P00003551,49.93,True
P00003552,58.99,True
P00003553,46.24,True
P00003554,52.85,True
P00003555,16.25,False
P00003556,40.06,True
P00003557,19.91,False
P00003558,45.07,True
P00003559,30.77,True
P00003560,47.93,True
P00003561,44.73,True
P00003562,15.85,False
P00003563,18.49,False
P00003564,46.35,True
P00003565,43.29,True
P00003566,45.93,True
P00003567,39.54,True
P00003568,22.66,False
P00003569,55.11,True
P00003570,20.62,False
P00003571,46.1,True
P00003572,49.3,True
P00003573,35.11,True
P00003574,24.63,False
P00003575,44.44,True
P00003576,82.08,True
P00003577,48.2,True
P00003578,40.68,True
P00003579,50.44,True
P00003580,33.19,True
P00003581,44.62,True
P00003582,41.22,True
P00003583,48.58,True
P00003584,40.55,True
P00003585,23.68,False
P00003586,58.26,True
P00003587,50.27,True
P00003588,40.0,True
P00003589,65.28,True
P00003590,49.68,True
P00003591,53.93,True
P00003592,39.16,True
P00003593,52.43,True
P00003594,53.96,True
P00003595,20.88,False
P00003596,47.23,True
P00003597,32.39,True
P00003598,38.84,True
P00003599,46.71,True
P00003600,31.14,True
P00003601,55.52,True
P00003602,23.82,False
P00003603,47.25,True
P00003604,44.76,True
P00003605,40.52,True
P00003606,42.82,True
P00003607,43.47,True
P00003608,36.53,True
P00003609,24.2,False
P00003610,45.73,True
P00003611,47.26,True
P00003612,28.26,False
P00003613,58.12,True
P00003614,33.31,True
P00003615,28.93,False
P00003616,54.76,True
P00003617,46.42,True
P00003618,43.12,True
P00003619,58.26,True
P00003620,22.24,False
P00003621,40.64,True
P00003622,32.55,True
P00003623,49.32,True
P00003624,27.37,False
P00003625,46.97,True
P00003626,34.83,True
P00003627,39.52,True
P00003628,35.54,True
P00003629,38.65,True
P00003630,44.69,True
P00003631,44.91,True
P00003632,31.27,True
P00003633,75.17,True
P00003634,51.67,True
P00003635,26.9,False
P00003636,32.71,True
P00003637,49.83,True
P00003638,44.3,True
P00003639,32.34,True
P00003640,28.27,False
P00003641,58.49,True
P00003642,31.49,True
P00003643,41.89,True
P00003644,42.85,True
P00003645,50.57,True
P00003646,33.9,True
P00003647,43.19,True
P00003648,27.56,False
P00003649,52.37,True
P00003650,24.79,False
P00003651,55.28,True
P00003652,42.86,True
P00003653,43.75,True
P00003654,56.54,True
P00003655,41.47,True
P00003656,86.77,True
P00003657,40.84,True
P00003658,42.42,True
P00003659,49.89,True
P00003660,40.37,True
P00003661,46.31,True
P00003662,26.47,False
P00003663,56.57,True
P00003664,41.81,True
P00003665,45.48,True
P00003666,40.47,True
P00003667,73.74,True
P00003668,29.14,False
P00003669,26.12,False
P00003670,54.21,True
P00003671,47.49,True
P00003672,24.52,False
P00003673,35.9,True
P00003674,79.26,True
P00003675,36.11,True
P00003676,22.53,False
P00003677,40.3,True
P00003678,48.17,True
P00003679,48.44,True
P00003680,58.9,True
P00003681,32.75,True
P00003682,64.01,True
P00003683,47.49,True
P00003684,48.62,True
P00003685,40.67,True
P00003686,55.29,True
P00003687,39.75,True
P00003688,53.35,True
P00003689,19.16,False
P00003690,36.28,True
P00003691,51.65,True
P00003692,31.59,True
P00003693,71.21,True
P00003694,47.83,True
P00003695,26.93,False
P00003696,40.68,True
P00003697,56.78,True
P00003698,13.33,False
P00003699,74.38,True
P00003700,38.07,True
P00003701,41.27,True
P00003702,44.68,True
P00003703,48.24,True
P00003704,40.34,True
P00003705,64.75,True
P00003706,33.97,True
P00003707,45.13,True
P00003708,29.41,False
P00003709,52.74,True
P00003710,29.91,True
P00003711,34.13,True
P00003712,59.97,True
P00003713,27.9,False
P00003714,47.57,True
P00003715,27.43,False
P00003716,46.84,True
P00003717,28.4,False
P00003718,49.25,True
P00003719,48.18,True
P00003720,44.52,True
P00003721,50.21,True
P00003722,49.4,True
P00003723,55.88,True
P00003724,57.98,True
P00003725,23.61,False
P00003726,27.04,False
P00003727,28.22,False
P00003728,47.51,True
P00003729,36.18,True
P00003730,43.58,True
P00003731,32.55,True
P00003732,49.37,True
P00003733,30.57,True
P00003734,54.27,True
P00003735,16.51,False
P00003736,39.88,True
P00003737,38.99,True
P00003738,60.52,True
P00003739,41.05,True
P00003740,38.38,True
P00003741,34.78,True
P00003742,29.98,True
P00003743,59.29,True
P00003744,38.39,True
P00003745,38.41,True
P00003746,19.04,False
P00003747,43.15,True
P00003748,49.17,True
P00003749,19.28,False
P00003750,45.3,True
P00003751,67.53,True
P00003752,18.55,False
P00003753,20.67,False
P00003754,57.92,True
P00003755,54.53,True
P00003756,45.35,True
P00003757,50.54,True
P00003758,40.31,True
P00003759,46.88,True
P00003760,47.29,True
P00003761,32.65,True
P00003762,60.06,True
P00003763,23.22,False
P00003764,25.24,False
P00003765,43.86,True
P00003766,52.69,True
P00003767,47.91,True
P00003768,38.14,True
P00003769,46.73,True
P00003770,25.25,False
P00003771,38.19,True
P00003772,41.15,True
P00003773,43.54,True
P00003774,57.33,True
P00003775,37.73,True
P00003776,40.45,True
P00003777,76.6,True
P00003778,44.4,True
P00003779,50.11,True
P00003780,32.08,True
P00003781,22.39,False
P00003782,72.11,True
P00003783,30.08,True
P00003784,56.06,True
P00003785,80.64,True
P00003786,51.46,True
P00003787,47.86,True
P00003788,78.02,True
P00003789,37.06,True
P00003790,25.65,False
P00003791,38.72,True
P00003792,27.64,False
P00003793,40.73,True
P00003794,55.14,True
P00003795,52.99,True
P00003796,41.92,True
P00003797,40.1,True
P00003798,51.65,True
P00003799,49.34,True
P00003800,35.61,True
P00003801,27.06,False
P00003802,48.84,True
P00003803,54.57,True
P00003804,30.82,True
P00003805,33.9,True
P00003806,80.72,True
P00003807,49.7,True
P00003808,41.25,True
