project_id,risk_score,is_anomaly
P00041099,41.48,True
P00041100,46.11,True
P00041101,81.83,True
P00041102,39.99,True
P00041103,46.21,True
P00041104,24.31,False
P00041105,23.77,False
P00041106,19.07,False
P00041107,56.2,True
P00041108,57.5,True
P00041109,57.28,True
P00041110,42.99,True
P00041111,50.07,True
P00041112,44.53,True
P00041113,51.02,True
P00041114,40.46,True
P00041115,46.75,True
P00041116,44.53,True
P00041117,59.32,True
P00041118,24.65,False
P00041119,53.2,True
P00041120,59.19,True
P00041121,64.63,True
P00041122,44.78,True
P00041123,29.42,False
P00041124,29.73,False
P00041125,20.86,False
P00041126,44.97,True
P00041127,58.07,True
P00041128,49.95,True
P00041129,31.21,True
P00041130,37.93,True
P00041131,44.6,True
P00041132,46.93,True
P00041133,31.5,True
P00041134,57.58,True
P00041135,73.18,True
P00041136,47.94,True
P00041137,44.16,True
P00041138,39.46,True
P00041139,39.47,True
P00041140,38.26,True
P00041141,52.34,True
P00041142,57.87,True
P00041143,50.31,True
P00041144,20.74,False
P00041145,59.36,True
P00041146,42.31,True
P00041147,49.46,True
P00041148,18.7,False
P00041149,50.1,True
P00041150,52.37,True
P00041151,54.68,True
P00041152,22.16,False
P00041153,40.85,True
P00041154,56.87,True
P00041155,49.31,True
P00041156,63.74,True
P00041157,38.01,True
P00041158,17.12,False
P00041159,35.8,True
P00041160,54.68,True
P00041161,33.72,True
P00041162,48.0,True
P00041163,61.42,True
P00041164,32.65,True
P00041165,37.02,True
P00041166,51.02,True
P00041167,48.5,True
P00041168,50.39,True
P00041169,72.29,True
P00041170,48.42,True
P00041171,43.69,True
P00041172,37.81,True
P00041173,42.93,True
P00041174,42.08,True
P00041175,21.48,False
P00041176,49.2,True
P00041177,63.92,True
P00041178,36.21,True
P00041179,28.23,False
P00041180,40.74,True
P00041181,32.75,True
P00041182,40.64,True
P00041183,27.14,False
P00041184,44.67,True
P00041185,44.43,True
P00041186,17.1,False
P00041187,26.61,False
P00041188,46.88,True
P00041189,23.36,False
P00041190,44.32,True
P00041191,29.64,False
P00041192,38.57,True
P00041193,48.6,True
P00041194,43.91,True
P00041195,26.03,False
P00041196,29.54,False
P00041197,45.0,True
P00041198,55.2,True
P00041199,46.84,True
P00041200,48.72,True
P00041201,73.56,True
P00041202,58.13,True
P00041203,58.25,True
P00041204,31.53,True
P00041205,35.43,True
P00041206,30.44,True
P00041207,42.87,True
P00041208,25.04,False
P00041209,43.19,True
P00041210,38.03,True
P00041211,45.39,True
P00041212,35.63,True
P00041213,44.64,True
P00041214,48.7,True
P00041215,44.43,True
P00041216,45.86,True
P00041217,39.22,True
P00041218,37.17,True
P00041219,31.34,True
P00041220,56.94,True
P00041221,49.17,True
P00041222,50.23,True
P00041223,48.91,True
P00041224,33.16,True
P00041225,41.19,True
P00041226,18.37,False
P00041227,36.5,True
P00041228,36.9,True
P00041229,48.17,True
P00041230,55.01,True
P00041231,36.79,True
P00041232,51.52,True
P00041233,20.97,False
P00041234,48.12,True
P00041235,50.95,True
P00041236,43.81,True
P00041237,27.3,False
P00041238,34.43,True
P00041239,31.33,True
P00041240,38.87,True
P00041241,45.73,True
P00041242,57.16,True
P00041243,50.76,True
P00041244,46.83,True
P00041245,35.0,True
P00041246,29.93,True
P00041247,44.73,True
P00041248,52.34,True
P00041249,25.96,False
P00041250,30.51,True
P00041251,82.11,True
P00041252,39.58,True
P00041253,45.08,True
P00041254,47.15,True
P00041255,40.01,True
P00041256,52.58,True
P00041257,51.99,True
P00041258,36.46,True
P00041259,51.79,True
P00041260,40.18,True
P00041261,33.72,True
P00041262,41.96,True
P00041263,42.11,True
P00041264,44.65,True
P00041265,44.07,True
P00041266,48.25,True
P00041267,29.88,False
P00041268,48.94,True
P00041269,29.04,False
P00041270,27.6,False
P00041271,43.18,True
P00041272,52.68,True
P00041273,27.1,False
P00041274,52.35,True
P00041275,36.2,True
P00041276,28.29,False
P00041277,72.4,True
P00041278,49.29,True
P00041279,35.07,True
P00041280,65.62,True
P00041281,22.67,False
P00041282,38.0,True
P00041283,57.16,True
P00041284,49.03,True
P00041285,37.23,True
P00041286,49.47,True
P00041287,20.0,False
P00041288,30.84,True
P00041289,47.56,True
P00041290,23.84,False
P00041291,68.54,True
P00041292,52.54,True
P00041293,21.83,False
P00041294,48.97,True
P00041295,48.56,True
P00041296,28.41,False
P00041297,45.66,True
P00041298,56.57,True
P00041299,40.24,True
P00041300,52.09,True
P00041301,28.84,False
P00041302,38.12,True
P00041303,61.99,True
P00041304,22.56,False
P00041305,41.57,True
P00041306,43.46,True
P00041307,14.41,False
P00041308,43.68,True
P00041309,69.28,True
P00041310,31.28,True
P00041311,53.02,True
P00041312,46.52,True
P00041313,58.58,True
P00041314,50.75,True
P00041315,53.13,True
P00041316,59.76,True
P00041317,39.11,True
P00041318,46.54,True
P00041319,39.88,True
P00041320,43.4,True
P00041321,46.96,True
P00041322,60.76,True
P00041323,51.05,True
P00041324,39.08,True
P00041325,43.17,True
P00041326,33.24,True
P00041327,54.68,True
P00041328,43.39,True
P00041329,62.26,True
P00041330,41.04,True
P00041331,33.87,True
P00041332,51.73,True
P00041333,29.59,False
P00041334,54.22,True
P00041335,32.33,True
P00041336,40.31,True
P00041337,66.62,True
P00041338,26.88,False
P00041339,34.61,True
P00041340,50.92,True
P00041341,45.91,True
P00041342,52.47,True
P00041343,64.03,True
P00041344,26.94,False
P00041345,36.34,True
P00041346,44.95,True
P00041347,39.47,True
P00041348,57.68,True
P00041349,38.66,True
P00041350,56.16,True
P00041351,57.35,True
P00041352,53.32,True
P00041353,48.31,True
P00041354,49.06,True
P00041355,49.05,True
P00041356,44.55,True
P00041357,49.04,True
P00041358,21.53,False
P00041359,27.02,False
P00041360,47.24,True
P00041361,41.46,True
P00041362,42.4,True
P00041363,46.86,True
P00041364,52.13,True
P00041365,50.72,True
P00041366,31.18,True
P00041367,38.72,True
P00041368,31.02,True
P00041369,46.8,True
P00041370,58.58,True
P00041371,52.59,True
P00041372,30.74,True
P00041373,23.5,False
P00041374,26.05,False
P00041375,50.71,True
P00041376,45.35,True
P00041377,41.38,True
P00041378,43.48,True
P00041379,47.46,True
P00041380,33.53,True
P00041381,29.7,False
P00041382,49.97,True
P00041383,25.96,False
P00041384,45.1,True
P00041385,44.98,True
P00041386,46.24,True
P00041387,55.87,True
P00041388,41.1,True
P00041389,51.37,True
P00041390,22.25,False
P00041391,20.04,False
P00041392,51.05,True
P00041393,41.03,True
P00041394,51.08,True
P00041395,34.08,True
P00041396,39.97,True
P00041397,29.61,False
P00041398,23.41,False
P00041399,34.69,True
P00041400,33.49,True
P00041401,50.65,True
P00041402,27.57,False
P00041403,53.24,True
P00041404,39.82,True
P00041405,38.39,True
P00041406,45.58,True
P00041407,23.66,False
P00041408,58.14,True
P00041409,44.74,True
P00041410,32.93,True
P00041411,46.11,True
P00041412,41.57,True
P00041413,63.57,True
P00041414,40.0,True
P00041415,33.6,True
P00041416,18.52,False
P00041417,27.49,False
P00041418,26.43,False
P00041419,51.03,True
P00041420,35.89,True
P00041421,25.77,False
P00041422,65.38,True
P00041423,39.1,True
P00041424,34.91,True
P00041425,35.61,True
P00041426,25.16,False
P00041427,43.93,True
P00041428,57.17,True
P00041429,41.72,True
P00041430,30.07,True
P00041431,58.1,True
P00041432,34.63,True
P00041433,58.04,True
P00041434,71.99,True
P00041435,27.36,False
P00041436,36.15,True
P00041437,28.91,False
P00041438,22.03,False
P00041439,46.24,True
P00041440,38.16,True
P00041441,24.03,False
P00041442,38.09,True
P00041443,47.48,True
P00041444,46.18,True
P00041445,31.07,True
P00041446,32.52,True
P00041447,37.37,True
P00041448,52.02,True
P00041449,43.32,True
P00041450,42.91,True
P00041451,48.79,True
P00041452,48.56,True
P00041453,48.16,True
P00041454,49.09,True
P00041455,53.27,True
P00041456,29.94,True
P00041457,45.39,True
P00041458,57.98,True
P00041459,56.42,True
P00041460,39.65,True
P00041461,58.26,True
P00041462,52.72,True
P00041463,50.01,True
P00041464,26.13,False
P00041465,29.69,False
P00041466,23.56,False
P00041467,54.14,True
P00041468,53.83,True
P00041469,79.99,True
P00041470,44.49,True
P00041471,51.46,True
P00041472,50.27,True
P00041473,45.95,True
P00041474,75.43,True
P00041475,47.78,True
P00041476,22.75,False
P00041477,27.37,False
P00041478,43.67,True
P00041479,48.62,True
P00041480,28.62,False
P00041481,33.7,True
P00041482,54.85,True
P00041483,32.81,True
P00041484,34.65,True
P00041485,41.04,True
P00041486,67.18,True
P00041487,43.07,True
P00041488,50.94,True
P00041489,25.45,False
P00041490,31.4,True
P00041491,38.73,True
P00041492,25.34,False
P00041493,43.62,True
P00041494,14.94,False
P00041495,50.7,True
P00041496,35.07,True
P00041497,46.43,True
P00041498,53.13,True
P00041499,31.82,True
P00041500,56.73,True
P00041501,27.4,False
P00041502,18.49,False
P00041503,51.74,True
P00041504,48.84,True
P00041505,22.08,False
P00041506,25.99,False
P00041507,35.57,True
P00041508,37.12,True
P00041509,24.91,False
P00041510,43.26,True
P00041511,47.65,True
P00041512,55.06,True
P00041513,14.65,False
P00041514,43.02,True
P00041515,47.55,True
P00041516,18.45,False
P00041517,45.8,True
P00041518,36.23,True
P00041519,27.61,False
P00041520,40.32,True
P00041521,49.95,True
P00041522,54.37,True
P00041523,47.45,True
P00041524,24.84,False
P00041525,57.01,True
P00041526,27.96,False
P00041527,49.79,True
P00041528,44.55,True
P00041529,49.34,True
P00041530,41.25,True
P00041531,47.44,True
P00041532,50.31,True
P00041533,47.99,True
P00041534,40.59,True
P00041535,44.54,True
P00041536,40.97,True
P00041537,38.97,True
P00041538,71.54,True
P00041539,40.55,True
P00041540,53.42,True
P00041541,44.87,True
P00041542,18.9,False
P00041543,29.28,False
P00041544,46.71,True
P00041545,40.64,True
P00041546,48.35,True
P00041547,54.7,True
P00041548,45.62,True
P00041549,28.2,False
P00041550,48.56,True
P00041551,66.83,True
P00041552,44.34,True
P00041553,46.91,True
P00041554,39.68,True
P00041555,32.66,True
P00041556,43.72,True
P00041557,41.17,True
P00041558,46.55,True
P00041559,41.26,True
P00041560,40.19,True
P00041561,26.98,False
P00041562,44.52,True
P00041563,55.34,True
P00041564,48.03,True
P00041565,53.48,True
P00041566,32.0,True
P00041567,40.21,True
P00041568,18.17,False
P00041569,29.99,True
P00041570,21.27,False
P00041571,40.69,True
P00041572,31.45,True
P00041573,46.31,True
P00041574,29.93,True
P00041575,62.85,True
P00041576,58.06,True
P00041577,60.44,True
P00041578,52.45,True
P00041579,44.5,True
P00041580,49.35,True
P00041581,36.78,True
P00041582,56.94,True
P00041583,35.25,True
P00041584,58.06,True
P00041585,61.94,True
P00041586,34.27,True
P00041587,36.35,True
P00041588,40.64,True
P00041589,27.47,False
P00041590,30.3,True
P00041591,22.87,False
P00041592,45.47,True
P00041593,27.9,False
P00041594,24.61,False
P00041595,38.37,True
P00041596,49.21,True
P00041597,43.99,True
P00041598,19.28,False
P00041599,55.29,True
P00041600,30.56,True
P00041601,64.03,True
P00041602,47.08,True
P00041603,38.22,True
P00041604,46.11,True
P00041605,48.11,True
P00041606,52.03,True
P00041607,56.12,True
P00041608,48.01,True
P00041609,49.59,True
P00041610,20.75,False
P00041611,34.44,True
P00041612,40.93,True
P00041613,45.38,True
P00041614,24.3,False
P00041615,52.03,True
P00041616,47.18,True
P00041617,22.14,False
P00041618,41.89,True
P00041619,40.71,True
P00041620,39.95,True
P00041621,38.98,True
P00041622,53.68,True
P00041623,58.78,True
P00041624,48.85,True
P00041625,67.66,True
P00041626,39.3,True
P00041627,42.85,True
P00041628,57.56,True
P00041629,33.06,True
P00041630,53.2,True
P00041631,58.2,True
P00041632,28.57,False
P00041633,33.11,True
P00041634,17.1,False
P00041635,57.33,True
P00041636,29.81,False
P00041637,26.93,False
P00041638,38.73,True
P00041639,52.24,True
P00041640,22.49,False
P00041641,50.67,True
P00041642,43.26,True
P00041643,30.86,True
P00041644,34.19,True
P00041645,58.11,True
P00041646,47.53,True
P00041647,55.57,True
P00041648,56.98,True
P00041649,40.62,True
P00041650,23.35,False
P00041651,17.66,False
P00041652,35.64,True
P00041653,25.03,False
P00041654,45.89,True
P00041655,29.12,False
P00041656,29.11,False
P00041657,43.33,True
P00041658,48.12,True
P00041659,42.6,True
P00041660,20.8,False
P00041661,41.89,True
P00041662,52.96,True
P00041663,41.3,True
P00041664,51.05,True
P00041665,44.51,True
P00041666,41.88,True
P00041667,39.91,True
P00041668,34.87,True
P00041669,22.22,False
P00041670,42.57,True
P00041671,47.27,True
P00041672,55.76,True
P00041673,51.41,True
P00041674,39.67,True
P00041675,47.31,True
P00041676,34.17,True
P00041677,18.79,False
P00041678,44.35,True
P00041679,40.16,True
P00041680,40.5,True
P00041681,38.68,True
P00041682,43.64,True
P00041683,38.8,True
P00041684,63.93,True
P00041685,47.38,True
P00041686,40.02,True
P00041687,38.68,True
P00041688,42.0,True
P00041689,44.65,True
P00041690,32.54,True
P00041691,48.15,True
P00041692,43.72,True
P00041693,49.45,True
P00041694,26.44,False
P00041695,38.79,True
P00041696,52.87,True
P00041697,53.61,True
P00041698,58.89,True
P00041699,41.95,True
P00041700,44.38,True
P00041701,57.79,True
P00041702,50.54,True
P00041703,17.99,False
P00041704,28.1,False
P00041705,23.14,False
P00041706,67.77,True
P00041707,33.66,True
P00041708,63.03,True
P00041709,44.41,True
P00041710,36.91,True
P00041711,34.21,True
P00041712,21.6,False
P00041713,49.68,True
P00041714,19.85,False
P00041715,40.8,True
P00041716,47.23,True
P00041717,51.44,True
P00041718,55.31,True
P00041719,50.39,True
P00041720,35.26,True
P00041721,71.9,True
P00041722,50.76,True
P00041723,36.22,True
P00041724,40.85,True
P00041725,40.71,True
P00041726,24.94,False
P00041727,26.73,False
P00041728,54.03,True
P00041729,29.82,False
P00041730,19.35,False
P00041731,42.08,True
P00041732,44.56,True
P00041733,45.21,True
P00041734,41.79,True
P00041735,50.05,True
P00041736,54.82,True
P00041737,29.85,False
P00041738,14.07,False
P00041739,47.71,True
P00041740,55.96,True
P00041741,24.1,False
P00041742,50.5,True
P00041743,41.69,True
P00041744,47.71,True
P00041745,77.27,True
P00041746,35.0,True
P00041747,56.66,True
P00041748,75.61,True
P00041749,49.91,True
P00041750,29.77,False
P00041751,40.32,True
P00041752,34.07,True
P00041753,80.53,True
P00041754,30.39,True
P00041755,45.63,True
P00041756,42.7,True
P00041757,71.52,True
P00041758,58.26,True
P00041759,76.35,True
P00041760,61.25,True
P00041761,26.25,False
P00041762,44.3,True
P00041763,46.61,True
P00041764,32.88,True
P00041765,39.24,True
P00041766,41.97,True
P00041767,44.95,True
P00041768,33.43,True
P00041769,47.45,True
P00041770,57.47,True
P00041771,19.14,False
P00041772,26.55,False
P00041773,34.85,True
P00041774,34.21,True
P00041775,51.12,True
P00041776,28.89,False
P00041777,21.92,False
P00041778,45.18,True
P00041779,45.56,True
P00041780,43.11,True
P00041781,42.64,True
P00041782,26.88,False
P00041783,48.61,True
P00041784,37.26,True
P00041785,57.65,True
P00041786,53.18,True
P00041787,54.93,True
P00041788,49.12,True
P00041789,45.41,True
P00041790,49.66,True
P00041791,42.73,True
P00041792,44.29,True
P00041793,27.84,False
P00041794,51.21,True
P00041795,44.82,True
P00041796,51.87,True
P00041797,59.15,True
P00041798,29.84,False
P00041799,17.99,False
P00041800,25.1,False
P00041801,39.84,True
P00041802,45.19,True
P00041803,47.62,True
P00041804,48.23,True
P00041805,25.38,False
P00041806,42.98,True
P00041807,43.28,True
P00041808,64.53,True
P00041809,48.69,True
P00041810,42.75,True
P00041811,38.85,True
P00041812,68.71,True
P00041813,16.99,False
P00041814,46.5,True
P00041815,40.19,True
P00041816,25.85,False
P00041817,44.64,True
P00041818,21.05,False
P00041819,59.12,True
P00041820,34.73,True
P00041821,22.04,False
P00041822,41.7,True
P00041823,48.49,True
P00041824,53.19,True
P00041825,18.52,False
P00041826,34.88,True
P00041827,36.48,True
P00041828,46.72,True
P00041829,53.15,True
P00041830,44.62,True
P00041831,47.7,True
P00041832,38.89,True
P00041833,17.67,False
P00041834,48.35,True
P00041835,38.48,True
P00041836,16.72,False
P00041837,46.53,True
P00041838,21.01,False
P00041839,49.83,True
P00041840,57.18,True
P00041841,50.29,True
P00041842,24.93,False
P00041843,29.1,False
P00041844,32.81,True
P00041845,54.43,True
P00041846,39.79,True
P00041847,39.18,True
P00041848,34.12,True
P00041849,55.78,True
P00041850,22.27,False
P00041851,44.82,True
P00041852,42.58,True
P00041853,43.48,True
P00041854,40.16,True
P00041855,34.56,True
P00041856,26.35,False
P00041857,37.51,True
P00041858,29.47,False
P00041859,44.32,True
P00041860,58.26,True
P00041861,78.65,True
P00041862,54.6,True
P00041863,34.94,True
P00041864,70.17,True
P00041865,29.62,False
P00041866,33.41,True
P00041867,32.77,True
P00041868,43.88,True
P00041869,48.72,True
P00041870,30.62,True
P00041871,44.04,True
P00041872,46.34,True
P00041873,52.27,True
P00041874,39.6,True
P00041875,44.05,True
P00041876,61.05,True
P00041877,59.27,True
P00041878,46.1,True
P00041879,51.36,True
P00041880,41.29,True
P00041881,44.62,True
P00041882,57.44,True
P00041883,36.65,True
P00041884,65.12,True
P00041885,48.29,True
P00041886,65.54,True
P00041887,20.08,False
P00041888,28.87,False
P00041889,24.21,False
P00041890,39.94,True
P00041891,55.75,True
P00041892,48.21,True
P00041893,46.51,True
P00041894,33.78,True
P00041895,37.88,True
P00041896,76.86,True
P00041897,45.2,True
P00041898,46.31,True
P00041899,51.3,True
P00041900,47.97,True
P00041901,36.99,True
P00041902,58.06,True
P00041903,28.41,False
P00041904,53.45,True
P00041905,48.98,True
P00041906,46.5,True
P00041907,39.63,True
P00041908,17.51,False
P00041909,49.94,True
P00041910,56.13,True
P00041911,45.07,True
P00041912,44.54,True
P00041913,31.45,True
P00041914,49.37,True
P00041915,37.05,True
P00041916,47.73,True
P00041917,31.58,True
P00041918,33.71,True
P00041919,31.74,True
P00041920,38.96,True
P00041921,56.41,True
P00041922,34.64,True
P00041923,54.11,True
P00041924,54.32,True
P00041925,44.42,True
P00041926,50.71,True
P00041927,50.34,True
P00041928,47.28,True
P00041929,39.69,True
P00041930,59.32,True
P00041931,50.3,True
P00041932,37.81,True
P00041933,11.49,False
P00041934,77.8,True
P00041935,43.72,True
P00041936,42.32,True
P00041937,26.85,False
P00041938,14.25,False
P00041939,34.2,True
P00041940,37.26,True
P00041941,43.91,True
P00041942,57.75,True
P00041943,50.1,True
P00041944,29.14,False
P00041945,40.42,True
P00041946,23.03,False
P00041947,44.95,True
P00041948,54.95,True
P00041949,49.44,True
P00041950,53.21,True
P00041951,53.4,True
P00041952,46.27,True
P00041953,41.23,True
P00041954,30.73,True
P00041955,47.07,True
P00041956,44.42,True
P00041957,52.72,True
P00041958,41.8,True
P00041959,52.89,True
P00041960,40.92,True
P00041961,17.14,False
P00041962,51.62,True
P00041963,54.86,True
P00041964,68.6,True
P00041965,47.44,True
P00041966,23.78,False
P00041967,28.46,False
P00041968,54.81,True
P00041969,37.71,True
P00041970,44.88,True
P00041971,46.69,True
P00041972,39.34,True
P00041973,26.82,False
P00041974,49.62,True
P00041975,40.23,True
P00041976,22.93,False
P00041977,43.41,True
P00041978,47.0,True
P00041979,38.37,True
P00041980,59.22,True
P00041981,41.95,True
P00041982,45.55,True
P00041983,56.02,True
P00041984,33.6,True
P00041985,21.66,False
P00041986,50.45,True
P00041987,29.46,False
P00041988,28.52,False
P00041989,62.11,True
P00041990,27.59,False
P00041991,38.72,True
P00041992,48.57,True
P00041993,36.14,True
P00041994,36.0,True
P00041995,51.71,True
P00041996,60.68,True
P00041997,40.55,True
P00041998,23.04,False
P00041999,37.86,True
P00042000,39.37,True
P00042001,27.34,False
P00042002,45.11,True
P00042003,46.08,True
P00042004,54.1,True
P00042005,45.49,True
P00042006,44.88,True
P00042007,48.97,True
P00042008,46.94,True
P00042009,46.83,True
P00042010,40.97,True
P00042011,54.46,True
P00042012,48.89,True
P00042013,48.75,True
P00042014,47.17,True
P00042015,64.97,True
P00042016,48.06,True
P00042017,35.28,True
P00042018,20.63,False
P00042019,26.5,False
P00042020,38.97,True
P00042021,30.35,True
P00042022,36.74,True
P00042023,43.89,True
P00042024,62.2,True
P00042025,45.58,True
P00042026,70.04,True
P00042027,27.69,False
P00042028,64.73,True
P00042029,78.25,True
P00042030,26.9,False
P00042031,8.53,False
P00042032,45.63,True
P00042033,16.31,False
P00042034,34.68,True
P00042035,37.47,True
P00042036,47.83,True
P00042037,61.36,True
P00042038,20.09,False
P00042039,43.96,True
P00042040,45.66,True
P00042041,23.73,False
P00042042,50.74,True
P00042043,39.49,True
P00042044,50.68,True
P00042045,50.01,True
P00042046,35.2,True
P00042047,30.78,True
P00042048,30.27,True
P00042049,54.0,True
P00042050,30.56,True
P00042051,67.45,True
P00042052,52.36,True
P00042053,52.05,True
P00042054,57.9,True
P00042055,41.91,True
P00042056,45.95,True
P00042057,41.05,True
P00042058,40.89,True
P00042059,47.58,True
P00042060,23.01,False
P00042061,19.59,False
P00042062,48.46,True
P00042063,40.44,True
P00042064,19.77,False
P00042065,51.43,True
P00042066,46.99,True
P00042067,51.8,True
P00042068,46.92,True
P00042069,24.44,False
P00042070,49.72,True
P00042071,48.86,True
P00042072,41.17,True
P00042073,41.0,True
P00042074,53.17,True
P00042075,34.16,True
P00042076,28.59,False
P00042077,46.22,True
P00042078,41.85,True
P00042079,42.48,True
P00042080,24.19,False
P00042081,51.32,True
P00042082,57.65,True
P00042083,21.02,False
P00042084,70.23,True
P00042085,53.32,True
P00042086,24.95,False
P00042087,27.72,False
P00042088,29.97,True
P00042089,42.99,True
P00042090,56.61,True
P00042091,52.16,True
P00042092,32.54,True
P00042093,29.23,False
P00042094,40.6,True
P00042095,40.65,True
P00042096,47.79,True
P00042097,36.08,True
P00042098,29.0,False
P00042099,47.96,True
P00042100,76.58,True
P00042101,50.59,True
P00042102,53.33,True
P00042103,41.55,True
P00042104,54.58,True
P00042105,31.95,True
P00042106,46.12,True
P00042107,45.45,True
P00042108,41.55,True
P00042109,29.75,False
P00042110,28.56,False
P00042111,27.05,False
P00042112,22.41,False
P00042113,40.11,True
P00042114,35.28,True
P00042115,11.3,False
P00042116,35.35,True
P00042117,42.32,True
P00042118,42.78,True
P00042119,41.06,True
P00042120,44.62,True
P00042121,33.49,True
P00042122,50.08,True
P00042123,53.9,True
P00042124,49.73,True
P00042125,47.65,True
P00042126,83.36,True
P00042127,55.23,True
P00042128,30.25,True
P00042129,77.13,True
P00042130,56.89,True
P00042131,39.09,True
P00042132,53.14,True
P00042133,43.41,True
P00042134,54.42,True
P00042135,32.77,True
P00042136,49.8,True
P00042137,53.64,True
P00042138,43.89,True
P00042139,72.85,True
P00042140,39.17,True
P00042141,41.01,True
P00042142,49.15,True
P00042143,27.14,False
P00042144,33.14,True
P00042145,49.16,True
P00042146,50.29,True
P00042147,58.17,True
P00042148,48.91,True
P00042149,44.37,True
P00042150,52.83,True
P00042151,46.14,True
P00042152,48.15,True
P00042153,48.29,True
P00042154,60.36,True
P00042155,23.1,False
P00042156,47.5,True
P00042157,42.79,True
P00042158,48.64,True
P00042159,40.23,True
P00042160,51.72,True
P00042161,36.99,True
P00042162,0.23,False
P00042163,48.68,True
P00042164,33.29,True
P00042165,33.75,True
P00042166,43.06,True
P00042167,55.85,True
P00042168,29.83,False
P00042169,73.6,True
P00042170,29.76,False
P00042171,26.31,False
P00042172,66.3,True
P00042173,52.34,True
P00042174,56.54,True
P00042175,43.3,True
P00042176,52.18,True
P00042177,52.01,True
P00042178,30.21,True
P00042179,39.57,True
P00042180,41.81,True
P00042181,46.28,True
P00042182,44.81,True
P00042183,49.61,True
P00042184,57.7,True
P00042185,42.09,True
P00042186,44.37,True
P00042187,49.09,True
P00042188,48.34,True
P00042189,37.62,True
P00042190,59.23,True
P00042191,20.13,False
P00042192,58.6,True
P00042193,39.85,True
P00042194,39.65,True
P00042195,30.69,True
P00042196,33.15,True
P00042197,43.31,True
P00042198,62.05,True
P00042199,56.18,True
P00042200,39.73,True
P00042201,32.17,True
P00042202,53.95,True
P00042203,50.39,True
P00042204,47.27,True
P00042205,45.88,True
P00042206,53.38,True
P00042207,34.84,True
P00042208,47.09,True
P00042209,49.67,True
P00042210,84.64,True
P00042211,43.23,True
P00042212,43.84,True
P00042213,45.4,True
P00042214,42.45,True
P00042215,46.3,True
P00042216,44.07,True
P00042217,20.12,False
P00042218,46.02,True
P00042219,25.11,False
P00042220,21.41,False
P00042221,55.7,True
P00042222,50.57,True
P00042223,44.34,True
P00042224,47.37,True
P00042225,48.56,True
P00042226,40.32,True
P00042227,80.9,True
P00042228,29.63,False
P00042229,49.53,True
P00042230,39.15,True
P00042231,22.15,False
P00042232,64.05,True
P00042233,40.07,True
P00042234,55.16,True
P00042235,43.92,True
P00042236,53.32,True
P00042237,50.35,True
P00042238,44.11,True
P00042239,41.88,True
P00042240,56.94,True
P00042241,70.89,True
P00042242,55.6,True
P00042243,49.49,True
P00042244,43.39,True
P00042245,47.5,True
P00042246,39.26,True
P00042247,45.22,True
P00042248,53.14,True
P00042249,51.37,True
P00042250,47.72,True
P00042251,29.91,True
P00042252,30.04,True
P00042253,32.21,True
P00042254,28.93,False
P00042255,55.6,True
P00042256,58.6,True
P00042257,39.42,True
P00042258,50.17,True
P00042259,19.92,False
P00042260,39.29,True
P00042261,48.72,True
P00042262,55.92,True
P00042263,42.46,True
P00042264,28.69,False
P00042265,44.91,True
P00042266,60.36,True
P00042267,22.27,False
P00042268,28.44,False
P00042269,19.33,False
P00042270,77.55,True
P00042271,58.95,True
P00042272,27.48,False
P00042273,42.66,True
P00042274,33.79,True
P00042275,29.41,False
P00042276,44.85,True
P00042277,46.62,True
P00042278,31.46,True
P00042279,25.46,False
P00042280,31.86,True
P00042281,48.51,True
P00042282,50.42,True
P00042283,54.53,True
P00042284,25.24,False
P00042285,40.34,True
P00042286,47.67,True
P00042287,49.52,True
P00042288,48.73,True
P00042289,21.34,False
P00042290,45.17,True
P00042291,44.14,True
P00042292,45.91,True
P00042293,26.37,False
P00042294,23.04,False
P00042295,15.85,False
P00042296,76.91,True
P00042297,44.14,True
P00042298,47.55,True
P00042299,52.55,True
P00042300,54.35,True
P00042301,40.77,True
P00042302,43.83,True
P00042303,41.89,True
P00042304,70.87,True
P00042305,54.42,True
P00042306,48.31,True
P00042307,40.2,True
P00042308,43.36,True
P00042309,27.21,False
P00042310,30.86,True
P00042311,43.9,True
P00042312,45.56,True
P00042313,42.57,True
P00042314,45.41,True
P00042315,45.44,True
P00042316,48.07,True
P00042317,29.48,False
P00042318,29.61,False
P00042319,48.51,True
P00042320,46.65,True
P00042321,34.85,True
P00042322,26.7,False
P00042323,20.32,False
P00042324,46.73,True
P00042325,39.65,True
P00042326,29.22,False
P00042327,51.02,True
P00042328,10.41,False
P00042329,60.74,True
P00042330,52.95,True
P00042331,60.58,True
P00042332,27.28,False
P00042333,22.65,False
P00042334,54.68,True
P00042335,38.83,True
P00042336,39.95,True
P00042337,40.45,True
P00042338,54.06,True
P00042339,64.86,True
P00042340,43.3,True
P00042341,49.49,True
P00042342,53.79,True
P00042343,44.78,True
P00042344,22.32,False
P00042345,50.89,True
P00042346,28.02,False
P00042347,57.26,True
P00042348,50.56,True
P00042349,43.03,True
P00042350,43.23,True
P00042351,39.87,True
P00042352,51.16,True
P00042353,22.8,False
P00042354,45.87,True
P00042355,47.28,True
P00042356,30.73,True
P00042357,36.71,True
P00042358,47.61,True
P00042359,72.87,True
P00042360,45.1,True
P00042361,38.02,True
P00042362,51.45,True
P00042363,23.22,False
P00042364,31.42,True
P00042365,44.01,True
P00042366,34.88,True
P00042367,44.39,True
P00042368,37.68,True
P00042369,41.34,True
